territorio_id,territorio_nome,cod_municipio,municipio_nome,sigla_uf,ano,fonte,tema,indicador,valor,cor_ou_raca,sexo,grupo_de_idade,situacao,nacionalidade,grupo_de_unidade_de_conservacao,lugar,pais
4,Juruá-Tefé,1302207,Juruá ,AM,,Censo 2022,Alfabetização,percentual,"20,64",,,,Não alfabetizados,,,,
2,Macapá,1600303,Macapá ,AP,,Censo 2022,Alfabetização,populacao_pessoas,313889,,,,Alfabetizados,,,,
2,Macapá,1600303,Macapá ,AP,,Censo 2022,Alfabetização,percentual,"95,1",,,,Alfabetizados,,,,
2,Macapá,1600303,Macapá ,AP,,Censo 2022,Alfabetização,populacao_pessoas,16170,,,,Não alfabetizados,,,,
2,Macapá,1600303,Macapá ,AP,,Censo 2022,Alfabetização,percentual,"4,9",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1504109,Magalhães Barata ,PA,,Censo 2022,Alfabetização,populacao_pessoas,5658,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1504109,Magalhães Barata ,PA,,Censo 2022,Alfabetização,percentual,"91,9",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1504109,Magalhães Barata ,PA,,Censo 2022,Alfabetização,populacao_pessoas,499,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1504109,Magalhães Barata ,PA,,Censo 2022,Alfabetização,percentual,"8,1",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1504307,Maracanã ,PA,,Censo 2022,Alfabetização,populacao_pessoas,18112,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1504307,Maracanã ,PA,,Censo 2022,Alfabetização,percentual,"90,65",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1504307,Maracanã ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1868,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1504307,Maracanã ,PA,,Censo 2022,Alfabetização,percentual,"9,35",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1504406,Marapanim ,PA,,Censo 2022,Alfabetização,populacao_pessoas,19164,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1504406,Marapanim ,PA,,Censo 2022,Alfabetização,percentual,"92,72",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1504406,Marapanim ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1504,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1504406,Marapanim ,PA,,Censo 2022,Alfabetização,percentual,"7,28",,,,Não alfabetizados,,,,
1,Altamira,1504455,Medicilândia ,PA,,Censo 2022,Alfabetização,populacao_pessoas,17379,,,,Alfabetizados,,,,
1,Altamira,1504455,Medicilândia ,PA,,Censo 2022,Alfabetização,percentual,"87,13",,,,Alfabetizados,,,,
1,Altamira,1504455,Medicilândia ,PA,,Censo 2022,Alfabetização,populacao_pessoas,2568,,,,Não alfabetizados,,,,
1,Altamira,1504455,Medicilândia ,PA,,Censo 2022,Alfabetização,percentual,"12,87",,,,Não alfabetizados,,,,
3,Portel,1504505,Melgaço ,PA,,Censo 2022,Alfabetização,populacao_pessoas,13729,,,,Alfabetizados,,,,
3,Portel,1504505,Melgaço ,PA,,Censo 2022,Alfabetização,percentual,"80,12",,,,Alfabetizados,,,,
3,Portel,1504505,Melgaço ,PA,,Censo 2022,Alfabetização,populacao_pessoas,3407,,,,Não alfabetizados,,,,
3,Portel,1504505,Melgaço ,PA,,Censo 2022,Alfabetização,percentual,"19,88",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1505007,Nova Timboteua ,PA,,Censo 2022,Alfabetização,populacao_pessoas,8855,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1505007,Nova Timboteua ,PA,,Censo 2022,Alfabetização,percentual,"86,35",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1505007,Nova Timboteua ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1400,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1505007,Nova Timboteua ,PA,,Censo 2022,Alfabetização,percentual,"13,65",,,,Não alfabetizados,,,,
1,Altamira,1505486,Pacajá ,PA,,Censo 2022,Alfabetização,populacao_pessoas,25533,,,,Alfabetizados,,,,
1,Altamira,1505486,Pacajá ,PA,,Censo 2022,Alfabetização,percentual,"86,61",,,,Alfabetizados,,,,
1,Altamira,1505486,Pacajá ,PA,,Censo 2022,Alfabetização,populacao_pessoas,3947,,,,Não alfabetizados,,,,
1,Altamira,1505486,Pacajá ,PA,,Censo 2022,Alfabetização,percentual,"13,39",,,,Não alfabetizados,,,,
2,Macapá,1600154,Pedra Branca do Amapari ,AP,,Censo 2022,Alfabetização,populacao_pessoas,7574,,,,Alfabetizados,,,,
2,Macapá,1600154,Pedra Branca do Amapari ,AP,,Censo 2022,Alfabetização,percentual,"91,3",,,,Alfabetizados,,,,
2,Macapá,1600154,Pedra Branca do Amapari ,AP,,Censo 2022,Alfabetização,populacao_pessoas,722,,,,Não alfabetizados,,,,
2,Macapá,1600154,Pedra Branca do Amapari ,AP,,Censo 2022,Alfabetização,percentual,"8,7",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1505601,Peixe-Boi ,PA,,Censo 2022,Alfabetização,populacao_pessoas,5388,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1505601,Peixe-Boi ,PA,,Censo 2022,Alfabetização,percentual,"82,07",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1505601,Peixe-Boi ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1177,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1505601,Peixe-Boi ,PA,,Censo 2022,Alfabetização,percentual,"17,93",,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200385,Plácido de Castro ,AC,,Censo 2022,Alfabetização,populacao_pessoas,10287,,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200385,Plácido de Castro ,AC,,Censo 2022,Alfabetização,percentual,"84,38",,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200385,Plácido de Castro ,AC,,Censo 2022,Alfabetização,populacao_pessoas,1905,,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200385,Plácido de Castro ,AC,,Censo 2022,Alfabetização,percentual,"15,63",,,,Não alfabetizados,,,,
3,Portel,1505809,Portel ,PA,,Censo 2022,Alfabetização,populacao_pessoas,32828,,,,Alfabetizados,,,,
3,Portel,1505809,Portel ,PA,,Censo 2022,Alfabetização,percentual,"79,45",,,,Alfabetizados,,,,
3,Portel,1505809,Portel ,PA,,Censo 2022,Alfabetização,populacao_pessoas,8490,,,,Não alfabetizados,,,,
3,Portel,1505809,Portel ,PA,,Censo 2022,Alfabetização,percentual,"20,55",,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Alfabetização,populacao_pessoas,10272,,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Alfabetização,percentual,"83,98",,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Alfabetização,populacao_pessoas,1959,,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Alfabetização,percentual,"16,02",,,,Não alfabetizados,,,,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Alfabetização,populacao_pessoas,11222,,,,Alfabetizados,,,,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Alfabetização,percentual,"90,15",,,,Alfabetizados,,,,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Alfabetização,populacao_pessoas,1226,,,,Não alfabetizados,,,,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Alfabetização,percentual,"9,85",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Alfabetização,populacao_pessoas,7215,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Alfabetização,percentual,"86,48",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1128,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Alfabetização,percentual,"13,52",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Alfabetização,populacao_pessoas,7201,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Alfabetização,percentual,"81,63",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1621,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Alfabetização,percentual,"18,37",,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Alfabetização,populacao_pessoas,260631,,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Alfabetização,percentual,"93,04",,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Alfabetização,populacao_pessoas,19495,,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Alfabetização,percentual,"6,96",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Alfabetização,populacao_pessoas,31696,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Alfabetização,percentual,"91,71",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Alfabetização,populacao_pessoas,2864,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Alfabetização,percentual,"8,29",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Alfabetização,populacao_pessoas,16205,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Alfabetização,percentual,"84,05",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Alfabetização,populacao_pessoas,3076,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Alfabetização,percentual,"15,95",,,,Não alfabetizados,,,,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Alfabetização,populacao_pessoas,73328,,,,Alfabetizados,,,,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Alfabetização,percentual,"92,44",,,,Alfabetizados,,,,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Alfabetização,populacao_pessoas,6000,,,,Não alfabetizados,,,,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Alfabetização,percentual,"7,56",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Alfabetização,populacao_pessoas,4167,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Alfabetização,percentual,"88,28",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Alfabetização,populacao_pessoas,553,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Alfabetização,percentual,"11,72",,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Alfabetização,populacao_pessoas,13987,,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Alfabetização,percentual,"87,04",,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Alfabetização,populacao_pessoas,2082,,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Alfabetização,percentual,"12,96",,,,Não alfabetizados,,,,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Alfabetização,populacao_pessoas,13410,,,,Alfabetizados,,,,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Alfabetização,percentual,"84,77",,,,Alfabetizados,,,,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Alfabetização,populacao_pessoas,2409,,,,Não alfabetizados,,,,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Alfabetização,percentual,"15,23",,,,Não alfabetizados,,,,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Alfabetização,populacao_pessoas,3160,,,,Alfabetizados,,,,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Alfabetização,percentual,"93,71",,,,Alfabetizados,,,,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Alfabetização,populacao_pessoas,212,,,,Não alfabetizados,,,,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Alfabetização,percentual,"6,29",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Alfabetização,populacao_pessoas,11739,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Alfabetização,percentual,"91,01",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1160,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Alfabetização,percentual,"8,99",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507409,São Francisco do Pará ,PA,,Censo 2022,Alfabetização,populacao_pessoas,10262,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507409,São Francisco do Pará ,PA,,Censo 2022,Alfabetização,percentual,"88,66",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507409,São Francisco do Pará ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1312,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507409,São Francisco do Pará ,PA,,Censo 2022,Alfabetização,percentual,"11,34",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507466,São João da Ponta ,PA,,Censo 2022,Alfabetização,populacao_pessoas,3032,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507466,São João da Ponta ,PA,,Censo 2022,Alfabetização,percentual,"90,83",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507466,São João da Ponta ,PA,,Censo 2022,Alfabetização,populacao_pessoas,306,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507466,São João da Ponta ,PA,,Censo 2022,Alfabetização,percentual,"9,17",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507474,São João de Pirabas ,PA,,Censo 2022,Alfabetização,populacao_pessoas,13158,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507474,São João de Pirabas ,PA,,Censo 2022,Alfabetização,percentual,"83,79",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507474,São João de Pirabas ,PA,,Censo 2022,Alfabetização,populacao_pessoas,2546,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507474,São João de Pirabas ,PA,,Censo 2022,Alfabetização,percentual,"16,21",,,,Não alfabetizados,,,,
4,Juruá-Tefé,1304203,Tefé ,AM,,Censo 2022,Alfabetização,populacao_pessoas,45260,,,,Alfabetizados,,,,
4,Juruá-Tefé,1304203,Tefé ,AM,,Censo 2022,Alfabetização,percentual,"90,16",,,,Alfabetizados,,,,
4,Juruá-Tefé,1304203,Tefé ,AM,,Censo 2022,Alfabetização,populacao_pessoas,4938,,,,Não alfabetizados,,,,
4,Juruá-Tefé,1304203,Tefé ,AM,,Censo 2022,Alfabetização,percentual,"9,84",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507961,Terra Alta ,PA,,Censo 2022,Alfabetização,populacao_pessoas,7147,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507961,Terra Alta ,PA,,Censo 2022,Alfabetização,percentual,"90,77",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1507961,Terra Alta ,PA,,Censo 2022,Alfabetização,populacao_pessoas,727,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1507961,Terra Alta ,PA,,Censo 2022,Alfabetização,percentual,"9,23",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1508035,Tracuateua ,PA,,Censo 2022,Alfabetização,populacao_pessoas,17774,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1508035,Tracuateua ,PA,,Censo 2022,Alfabetização,percentual,"83,06",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1508035,Tracuateua ,PA,,Censo 2022,Alfabetização,populacao_pessoas,3626,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1508035,Tracuateua ,PA,,Censo 2022,Alfabetização,percentual,"16,94",,,,Não alfabetizados,,,,
4,Juruá-Tefé,1304260,Uarini ,AM,,Censo 2022,Alfabetização,populacao_pessoas,8418,,,,Alfabetizados,,,,
4,Juruá-Tefé,1304260,Uarini ,AM,,Censo 2022,Alfabetização,percentual,"88,07",,,,Alfabetizados,,,,
4,Juruá-Tefé,1304260,Uarini ,AM,,Censo 2022,Alfabetização,populacao_pessoas,1140,,,,Não alfabetizados,,,,
4,Juruá-Tefé,1304260,Uarini ,AM,,Censo 2022,Alfabetização,percentual,"11,93",,,,Não alfabetizados,,,,
1,Altamira,1508159,Uruará ,PA,,Censo 2022,Alfabetização,populacao_pessoas,28046,,,,Alfabetizados,,,,
1,Altamira,1508159,Uruará ,PA,,Censo 2022,Alfabetização,percentual,"87,81",,,,Alfabetizados,,,,
1,Altamira,1508159,Uruará ,PA,,Censo 2022,Alfabetização,populacao_pessoas,3892,,,,Não alfabetizados,,,,
1,Altamira,1508159,Uruará ,PA,,Censo 2022,Alfabetização,percentual,"12,19",,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1508209,Vigia ,PA,,Censo 2022,Alfabetização,populacao_pessoas,36120,,,,Alfabetizados,,,,
6,Salgado-Bragantino,1508209,Vigia ,PA,,Censo 2022,Alfabetização,percentual,"91,6",,,,Alfabetizados,,,,
6,Salgado-Bragantino,1508209,Vigia ,PA,,Censo 2022,Alfabetização,populacao_pessoas,3314,,,,Não alfabetizados,,,,
6,Salgado-Bragantino,1508209,Vigia ,PA,,Censo 2022,Alfabetização,percentual,"8,4",,,,Não alfabetizados,,,,
1,Altamira,1508357,Vitória do Xingu ,PA,,Censo 2022,Alfabetização,populacao_pessoas,9668,,,,Alfabetizados,,,,
1,Altamira,1508357,Vitória do Xingu ,PA,,Censo 2022,Alfabetização,percentual,"85,81",,,,Alfabetizados,,,,
1,Altamira,1508357,Vitória do Xingu ,PA,,Censo 2022,Alfabetização,populacao_pessoas,1599,,,,Não alfabetizados,,,,
1,Altamira,1508357,Vitória do Xingu ,PA,,Censo 2022,Alfabetização,percentual,"14,19",,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200708,Xapuri ,AC,,Censo 2022,Alfabetização,populacao_pessoas,11442,,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200708,Xapuri ,AC,,Censo 2022,Alfabetização,percentual,"85,39",,,,Alfabetizados,,,,
5,Rio Branco-Brasiléia,1200708,Xapuri ,AC,,Censo 2022,Alfabetização,populacao_pessoas,1958,,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200708,Xapuri ,AC,,Censo 2022,Alfabetização,percentual,"14,61",,,,Não alfabetizados,,,,
5,Rio Branco-Brasiléia,1200013,Acrelândia ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,28,Total,,,,,,,
5,Rio Branco-Brasiléia,1200013,Acrelândia ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,27,Branca,,,,,,,
5,Rio Branco-Brasiléia,1200013,Acrelândia ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,34,Preta,,,,,,,
5,Rio Branco-Brasiléia,1200013,Acrelândia ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,33,Amarela,,,,,,,
5,Rio Branco-Brasiléia,1200013,Acrelândia ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,26,Parda,,,,,,,
5,Rio Branco-Brasiléia,1200013,Acrelândia ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,44,Indígena,,,,,,,
1,Altamira,1500602,Altamira ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,29,Total,,,,,,,
1,Altamira,1500602,Altamira ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,29,Branca,,,,,,,
1,Altamira,1500602,Altamira ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,33,Preta,,,,,,,
1,Altamira,1500602,Altamira ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,33,Amarela,,,,,,,
1,Altamira,1500602,Altamira ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,29,Parda,,,,,,,
1,Altamira,1500602,Altamira ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,19,Indígena,,,,,,,
4,Juruá-Tefé,1300029,Alvarães ,AM,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,21,Total,,,,,,,
4,Juruá-Tefé,1300029,Alvarães ,AM,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,21,Branca,,,,,,,
4,Juruá-Tefé,1300029,Alvarães ,AM,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,31,Preta,,,,,,,
4,Juruá-Tefé,1300029,Alvarães ,AM,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,23,Amarela,,,,,,,
4,Juruá-Tefé,1300029,Alvarães ,AM,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,21,Parda,,,,,,,
4,Juruá-Tefé,1300029,Alvarães ,AM,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,20,Indígena,,,,,,,
1,Altamira,1500859,Anapu ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,25,Total,,,,,,,
1,Altamira,1500859,Anapu ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,24,Branca,,,,,,,
1,Altamira,1500859,Anapu ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,30,Preta,,,,,,,
1,Altamira,1500859,Anapu ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,24,Amarela,,,,,,,
1,Altamira,1500859,Anapu ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,25,Parda,,,,,,,
1,Altamira,1500859,Anapu ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,17,Indígena,,,,,,,
5,Rio Branco-Brasiléia,1200054,Assis Brasil ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,25,Total,,,,,,,
5,Rio Branco-Brasiléia,1200054,Assis Brasil ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,25,Branca,,,,,,,
5,Rio Branco-Brasiléia,1200054,Assis Brasil ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,35,Preta,,,,,,,
5,Rio Branco-Brasiléia,1200054,Assis Brasil ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,18,Amarela,,,,,,,
5,Rio Branco-Brasiléia,1200054,Assis Brasil ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,27,Parda,,,,,,,
5,Rio Branco-Brasiléia,1200054,Assis Brasil ,AC,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,15,Indígena,,,,,,,
6,Salgado-Bragantino,1500909,Augusto Corrêa ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,26,Total,,,,,,,
6,Salgado-Bragantino,1500909,Augusto Corrêa ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,24,Branca,,,,,,,
6,Salgado-Bragantino,1500909,Augusto Corrêa ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,36,Preta,,,,,,,
6,Salgado-Bragantino,1500909,Augusto Corrêa ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,30,Amarela,,,,,,,
6,Salgado-Bragantino,1500909,Augusto Corrêa ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,26,Parda,,,,,,,
6,Salgado-Bragantino,1500909,Augusto Corrêa ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,33,Indígena,,,,,,,
3,Portel,1501105,Bagre ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,19,Total,,,,,,,
3,Portel,1501105,Bagre ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,18,Branca,,,,,,,
3,Portel,1501105,Bagre ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,25,Preta,,,,,,,
3,Portel,1501105,Bagre ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,18,Amarela,,,,,,,
3,Portel,1501105,Bagre ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,19,Parda,,,,,,,
3,Portel,1501105,Bagre ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,41,Indígena,,,,,,,
6,Salgado-Bragantino,1501600,Bonito ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,30,Total,,,,,,,
6,Salgado-Bragantino,1501600,Bonito ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,28,Branca,,,,,,,
6,Salgado-Bragantino,1501600,Bonito ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,35,Preta,,,,,,,
6,Salgado-Bragantino,1501600,Bonito ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,40,Amarela,,,,,,,
6,Salgado-Bragantino,1501600,Bonito ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,30,Parda,,,,,,,
6,Salgado-Bragantino,1501600,Bonito ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,46,Indígena,,,,,,,
6,Salgado-Bragantino,1501709,Bragança ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,29,Total,,,,,,,
6,Salgado-Bragantino,1501709,Bragança ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,28,Branca,,,,,,,
6,Salgado-Bragantino,1501709,Bragança ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,35,Preta,,,,,,,
6,Salgado-Bragantino,1501709,Bragança ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,36,Amarela,,,,,,,
6,Salgado-Bragantino,1501709,Bragança ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,29,Parda,,,,,,,
6,Salgado-Bragantino,1501709,Bragança ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,43,Indígena,,,,,,,
1,Altamira,1501725,Brasil Novo ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,30,Total,,,,,,,
1,Altamira,1501725,Brasil Novo ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,32,Branca,,,,,,,
1,Altamira,1501725,Brasil Novo ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,35,Preta,,,,,,,
1,Altamira,1501725,Brasil Novo ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,25,Amarela,,,,,,,
1,Altamira,1501725,Brasil Novo ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,28,Parda,,,,,,,
1,Altamira,1501725,Brasil Novo ,PA,,Censo 2022,Idade mediana por cor ou raça,idade_mediana,16,Indígena,,,,,,,
